#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"linkage group LG7","NC_043003.1",70161543,70168823,"+",115214209,"LOC115214209","-","XP_029639177.1",163,"uncharacterized protein DDB_G0289975-like"
"linkage group LG7","NC_043003.1",70161543,70168823,"+",115214209,"LOC115214209","-","XP_029639178.1",163,"uncharacterized protein DDB_G0289975-like"
"linkage group LG7","NC_043003.1",70601413,70616496,"+",115214436,"LOC115214436","-","XP_029639491.1",335,"rhodopsin-like"
"linkage group LG7","NC_043003.1",70770443,70800852,"+",115214074,"LOC115214074","-","XP_029638979.1",308,"ras-related GTP-binding protein A-like"
"linkage group LG7","NC_043003.1",70918950,70967919,"+",115214437,"LOC115214437","-","XP_029639492.1",447,"QRFP-like peptide receptor"
"linkage group LG7","NC_043003.1",71091397,71323214,"+",115214248,"LOC115214248","-","XP_029639241.1",2881,"uncharacterized protein LOC115214248 isoform X1"
"linkage group LG7","NC_043003.1",71091397,71323214,"+",115214248,"LOC115214248","-","XP_029639242.1",2535,"uncharacterized protein LOC115214248 isoform X2"
"linkage group LG7","NC_043003.1",71091397,71323214,"+",115214248,"LOC115214248","-","XP_029639243.1",2356,"uncharacterized protein LOC115214248 isoform X3"
"linkage group LG7","NC_043003.1",71206291,71214890,"+",115214252,"LOC115214252","-","XP_029639247.1",684,"uncharacterized protein LOC115214252"
"linkage group LG7","NC_043003.1",71216607,71219333,"+",115214254,"LOC115214254","-","XP_029639249.1",336,"uncharacterized protein LOC115214254"
"linkage group LG7","NC_043003.1",71222191,71224494,"+",115214255,"LOC115214255","-","XP_029639250.1",257,"uncharacterized protein LOC115214255"
"linkage group LG7","NC_043003.1",71226648,71232919,"+",115214253,"LOC115214253","-","XP_029639248.1",490,"uncharacterized protein LOC115214253"
"linkage group LG7","NC_043003.1",71236532,71244609,"+",115214251,"LOC115214251","-","XP_029639245.1",860,"uncharacterized protein LOC115214251"
"linkage group LG7","NC_043003.1",71349649,71381618,"+",115214535,"LOC115214535","-","XP_029639602.1",356,"PHD finger protein 24-like"
"linkage group LG7","NC_043003.1",71387801,71392794,"-",115214438,"LOC115214438","-","XP_029639493.1",294,"zinc finger protein 92-like"
"linkage group LG7","NC_043003.1",71425532,71721468,"-",115213902,"LOC115213902","-","XP_029638738.1",309,"caspase-3-like isoform X1"
"linkage group LG7","NC_043003.1",71425532,71688532,"-",115213902,"LOC115213902","-","XP_029638739.1",296,"caspase-3-like isoform X2"
"linkage group LG7","NC_043003.1",71425532,71626368,"-",115213902,"LOC115213902","-","XP_029638741.1",291,"caspase-3-like isoform X3"
"linkage group LG7","NC_043003.1",71747892,71852477,"-",115214060,"LOC115214060","-","XP_029638962.1",689,"transmembrane channel-like protein 7"
"linkage group LG7","NC_043003.1",71876479,71892701,"+",115214439,"LOC115214439","-","XP_029639495.1",201,"uncharacterized protein LOC115214439"
"linkage group LG7","NC_043003.1",72097900,72171870,"+",115214126,"LOC115214126","-","XP_029639048.1",188,"uncharacterized protein LOC115214126"
"linkage group LG7","NC_043003.1",72318716,72406695,"-",115214538,"LOC115214538","-","XP_029639608.1",275,"uncharacterized protein LOC115214538"
"linkage group LG7","NC_043003.1",72585016,72666765,"-",115213782,"LOC115213782","-","XP_029638487.1",1183,"TBC1 domain family member 9-like isoform X2"
"linkage group LG7","NC_043003.1",72585016,72666765,"-",115213782,"LOC115213782","-","XP_029638486.1",1270,"TBC1 domain family member 9B-like isoform X1"
"linkage group LG7","NC_043003.1",72681328,72682437,"+",115213783,"LOC115213783","-","XP_029638488.1",120,"glutaredoxin-like"
"linkage group LG7","NC_043003.1",72681328,72682437,"+",115213783,"LOC115213783","-","XP_029638489.1",120,"glutaredoxin-like"
"linkage group LG7","NC_043003.1",72688305,72700277,"+",115214122,"LOC115214122","-","XP_029639044.1",132,"lisH domain-containing protein FOPNL-like"
"linkage group LG7","NC_043003.1",72708363,72748128,"+",115214168,"LOC115214168","-","XP_029639112.1",222,"5\\'(3\\')-deoxyribonucleotidase, cytosolic type-like"
"linkage group LG7","NC_043003.1",74829191,74830426,"+",115213932,"LOC115213932","-","XP_029638790.1",411,"beta-1,3-galactosyltransferase 1-like"
"linkage group LG7","NC_043003.1",77036859,77044399,"+",115214440,"LOC115214440","-","XP_029639496.1",135,"keratin, type I cytoskeletal 9-like"
"linkage group LG7","NC_043003.1",77055195,77055500,"+",115214441,"LOC115214441","-","XP_029639497.1",101,"zinc finger BED domain-containing protein 5-like"
"linkage group LG7","NC_043003.1",77348594,77349322,"+",115214442,"LOC115214442","-","XP_029639498.1",242,"uncharacterized protein LOC115214442"
"linkage group LG7","NC_043003.1",77365877,77408129,"-",115213769,"LOC115213769","-","XP_029638458.1",468,"splicing factor U2AF 50 kDa subunit-like"
"linkage group LG7","NC_043003.1",77508682,77558075,"-",115214332,"LOC115214332","-","XP_029639375.1",108,"abdominal ganglion neuropeptide L11-like"
"linkage group LG7","NC_043003.1",77938207,77938872,"-",115214295,"LOC115214295","-","XP_029639307.1",221,"glutathione S-transferase U20-like"
"linkage group LG7","NC_043003.1",77938207,77938872,"-",115214295,"LOC115214295","-","XP_029639308.1",221,"glutathione S-transferase U20-like"
"linkage group LG7","NC_043003.1",77952864,77953529,"-",115214221,"LOC115214221","-","XP_029639193.1",221,"glutathione S-transferase U20-like"
"linkage group LG7","NC_043003.1",77952864,77953529,"-",115214221,"LOC115214221","-","XP_029639194.1",221,"glutathione S-transferase U20-like"
"linkage group LG7","NC_043003.1",77978320,77978982,"-",115214003,"LOC115214003","-","XP_029638876.1",220,"glutathione S-transferase U19-like"
"linkage group LG7","NC_043003.1",77978320,77978982,"-",115214003,"LOC115214003","-","XP_029638877.1",220,"glutathione S-transferase U19-like"
"linkage group LG7","NC_043003.1",78055867,78229239,"+",115214537,"LOC115214537","-","XP_029639604.1",1569,"kinesin-like protein KIF21A isoform X1"
"linkage group LG7","NC_043003.1",78055867,78229239,"+",115214537,"LOC115214537","-","XP_029639606.1",1569,"kinesin-like protein KIF21A isoform X2"
"linkage group LG7","NC_043003.1",78055867,78229239,"+",115214537,"LOC115214537","-","XP_029639607.1",1562,"kinesin-like protein KIF21A isoform X3"
"linkage group LG7","NC_043003.1",78239776,78247560,"-",115214443,"LOC115214443","-","XP_029639499.1",210,"ETS-related transcription factor Elf-5-like"
"linkage group LG7","NC_043003.1",78271888,78289647,"+",115214315,"LOC115214315","-","XP_029639349.1",259,"uncharacterized protein LOC115214315"
"linkage group LG7","NC_043003.1",78296249,78321871,"-",115213911,"LOC115213911","-","XP_029638748.1",511,"U4/U6.U5 tri-snRNP-associated protein 2-like"
"linkage group LG7","NC_043003.1",78333091,78469835,"-",115214224,"LOC115214224","-","XP_029639197.1",680,"cGMP-dependent protein kinase 1-like isoform X2"
"linkage group LG7","NC_043003.1",78333091,78416678,"-",115214224,"LOC115214224","-","XP_029639196.1",688,"cGMP-dependent protein kinase 1-like isoform X1"
"linkage group LG7","NC_043003.1",78587428,78620158,"-",115214129,"LOC115214129","-","XP_029639051.1",682,"intraflagellar transport protein 81 homolog"
"linkage group LG7","NC_043003.1",78587428,78620158,"-",115214129,"LOC115214129","-","XP_029639052.1",682,"intraflagellar transport protein 81 homolog"
"linkage group LG7","NC_043003.1",78622388,78633004,"+",115214340,"LOC115214340","-","XP_029639384.1",198,"probable signal peptidase complex subunit 2"
"linkage group LG7","NC_043003.1",78637812,78698056,"-",115214444,"LOC115214444","-","XP_029639501.1",1201,"ankyrin repeat and MYND domain-containing protein 1-like"
"linkage group LG7","NC_043003.1",78705583,78706029,"-",115214445,"LOC115214445","-","XP_029639502.1",148,"uncharacterized protein LOC115214445"
"linkage group LG7","NC_043003.1",79181588,79244349,"+",115214156,"LOC115214156","-","XP_029639091.1",260,"uncharacterized protein LOC115214156"
"linkage group LG4","NC_043000.1",163074185,163135155,"-",115210617,"LOC115210617","-","XP_029635079.1",873,"DNA repair endonuclease XPF-like"
"linkage group LG4","NC_043000.1",163181951,163338805,"+",115210987,"LOC115210987","-","XP_029635680.1",613,"growth/differentiation factor 10-like"
"linkage group LG4","NC_043000.1",164064473,164142817,"-",115211120,"LOC115211120","-","XP_029635915.1",671,"transforming growth factor-beta-induced protein ig-h3-like"
"linkage group LG4","NC_043000.1",164189152,164254442,"-",115210615,"LOC115210615","-","XP_029635076.1",1554,"NACHT domain- and WD repeat-containing protein 1-like"
"linkage group LG4","NC_043000.1",164274348,164279583,"-",115210870,"LOC115210870","-","XP_029635493.1",241,"uncharacterized protein LOC115210870"
"linkage group LG4","NC_043000.1",164306387,164318916,"-",115210803,"LOC115210803","-","XP_029635403.1",103,"ATPase inhibitor mai-2, mitochondrial-like isoform X1"
"linkage group LG4","NC_043000.1",164306387,164317497,"-",115210803,"LOC115210803","-","XP_029635404.1",100,"ATPase inhibitor mai-2, mitochondrial-like isoform X2"
"linkage group LG4","NC_043000.1",164329412,164331898,"+",115211028,"LOC115211028","-","XP_029635738.1",828,"cysteine-rich protein 2-binding protein-like"
"linkage group LG4","NC_043000.1",164360986,164369228,"+",115211094,"LOC115211094","-","XP_029635845.1",332,"uncharacterized protein LOC115211094"
"linkage group LG4","NC_043000.1",164375084,164407718,"-",115210630,"LOC115210630","-","XP_029635135.1",370,"translocating chain-associated membrane protein 1-like 1"
"linkage group LG4","NC_043000.1",164477563,164478054,"-",115210616,"LOC115210616","-","XP_029635077.1",163,"histone-lysine N-methyltransferase SETMAR-like"
"linkage group LG4","NC_043000.1",164478634,164482583,"+",115211089,"LOC115211089","-","XP_029635839.1",804,"uncharacterized protein LOC115211089"
"linkage group LG4","NC_043000.1",164494218,164537605,"-",115210663,"LOC115210663","-","XP_029635181.1",461,"F-box only protein 9-like"
"linkage group LG4","NC_043000.1",164626719,164701272,"+",115211051,"LOC115211051","-","XP_029635786.1",939,"phosphatidylinositol 4-kinase beta-like isoform X1"
"linkage group LG4","NC_043000.1",164626719,164701272,"+",115211051,"LOC115211051","-","XP_029635787.1",939,"phosphatidylinositol 4-kinase beta-like isoform X1"
"linkage group LG4","NC_043000.1",164626719,164701272,"+",115211051,"LOC115211051","-","XP_029635788.1",915,"phosphatidylinositol 4-kinase beta-like isoform X2"
"linkage group LG4","NC_043000.1",164723777,164725741,"-",115210791,"LOC115210791","-","XP_029635383.1",654,"UNC5C-like protein"
"linkage group LG7","NC_043003.1",79287849,79336483,"-",115214323,"LOC115214323","-","XP_029639364.1",589,"uncharacterized protein LOC115214323 isoform X2"
"linkage group LG7","NC_043003.1",79287849,79336483,"-",115214323,"LOC115214323","-","XP_029639363.1",618,"uncharacterized protein LOC115214323 isoform X1"
"linkage group LG7","NC_043003.1",79355695,79416710,"-",115214036,"LOC115214036","-","XP_029638917.1",543,"sodium-dependent multivitamin transporter-like"
"linkage group LG7","NC_043003.1",79355695,79416710,"-",115214036,"LOC115214036","-","XP_029638918.1",543,"sodium-dependent multivitamin transporter-like"
"linkage group LG7","NC_043003.1",81705775,82276495,"+",115214031,"LOC115214031","-","XP_029638913.1",294,"carbonic anhydrase-related protein 10-like"
"linkage group LG7","NC_043003.1",83586887,83664396,"-",115214104,"LOC115214104","-","XP_029639021.1",403,"UDP-glucuronic acid decarboxylase 1-like isoform X4"
"linkage group LG7","NC_043003.1",83586887,83664396,"-",115214104,"LOC115214104","-","XP_029639020.1",407,"UDP-glucuronic acid decarboxylase 1-like isoform X3"
"linkage group LG7","NC_043003.1",83586887,83649442,"-",115214104,"LOC115214104","-","XP_029639019.1",407,"UDP-glucuronic acid decarboxylase 1-like isoform X2"
"linkage group LG7","NC_043003.1",83586887,83649442,"-",115214104,"LOC115214104","-","XP_029639017.1",411,"UDP-glucuronic acid decarboxylase 1-like isoform X1"
"linkage group LG7","NC_043003.1",83784556,83865083,"-",115213940,"LOC115213940","-","XP_029638802.1",454,"ethanolamine-phosphate phospho-lyase-like"
"linkage group LG7","NC_043003.1",83884829,83918381,"-",115214326,"LOC115214326","-","XP_029639367.1",554,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like"
"linkage group LG7","NC_043003.1",83973892,84627160,"-",115214044,"LOC115214044","-","XP_029638936.1",261,"uncharacterized protein LOC115214044 isoform X4"
"linkage group LG7","NC_043003.1",83973892,84627160,"-",115214044,"LOC115214044","-","XP_029638933.1",290,"uncharacterized protein LOC115214044 isoform X1"
"linkage group LG7","NC_043003.1",83973892,84570847,"-",115214044,"LOC115214044","-","XP_029638935.1",265,"uncharacterized protein LOC115214044 isoform X3"
"linkage group LG7","NC_043003.1",83973892,84570847,"-",115214044,"LOC115214044","-","XP_029638938.1",254,"uncharacterized protein LOC115214044 isoform X6"
"linkage group LG7","NC_043003.1",83973892,84570847,"-",115214044,"LOC115214044","-","XP_029638934.1",283,"uncharacterized protein LOC115214044 isoform X2"
"linkage group LG7","NC_043003.1",83973892,84273367,"-",115214044,"LOC115214044","-","XP_029638937.1",260,"uncharacterized protein LOC115214044 isoform X5"
"linkage group LG7","NC_043003.1",83973892,84143578,"-",115214044,"LOC115214044","-","XP_029638942.1",237,"uncharacterized protein LOC115214044 isoform X10"
"linkage group LG7","NC_043003.1",83973892,84129500,"-",115214044,"LOC115214044","-","XP_029638941.1",243,"uncharacterized protein LOC115214044 isoform X9"
"linkage group LG7","NC_043003.1",83973892,84071466,"-",115214044,"LOC115214044","-","XP_029638940.1",248,"uncharacterized protein LOC115214044 isoform X8"
"linkage group LG7","NC_043003.1",83973892,84057759,"-",115214044,"LOC115214044","-","XP_029638939.1",249,"uncharacterized protein LOC115214044 isoform X7"
"linkage group LG7","NC_043003.1",84756502,84862512,"+",115214285,"LOC115214285","-","XP_029639291.1",1066,"bone morphogenetic protein 1-like isoform X1"
"linkage group LG7","NC_043003.1",84756502,84862512,"+",115214285,"LOC115214285","-","XP_029639292.1",1054,"bone morphogenetic protein 1-like isoform X2"
"linkage group LG7","NC_043003.1",84869098,84902230,"-",115213828,"LOC115213828","-","XP_029638585.1",103,"integumentary mucin C.1-like isoform X2"
"linkage group LG7","NC_043003.1",84869098,84902230,"-",115213828,"LOC115213828","-","XP_029638584.1",110,"integumentary mucin C.1-like isoform X1"
"linkage group LG7","NC_043003.1",84909803,84913242,"+",115214446,"LOC115214446","-","XP_029639503.1",215,"uncharacterized protein LOC115214446"
"linkage group LG7","NC_043003.1",84963163,84969008,"-",115213771,"LOC115213771","-","XP_029638460.1",120,"uncharacterized protein LOC115213771"
"linkage group LG7","NC_043003.1",84971259,84984702,"-",115214447,"LOC115214447","-","XP_029639504.1",112,"uncharacterized protein LOC115214447"
"linkage group LG7","NC_043003.1",85008738,85015572,"+",115214448,"LOC115214448","-","XP_029639506.1",186,"CUB and zona pellucida-like domain-containing protein 1"
"linkage group LG7","NC_043003.1",85024333,85060705,"-",115214449,"LOC115214449","-","XP_029639507.1",142,"uncharacterized protein LOC115214449"
"linkage group LG7","NC_043003.1",85118597,85176494,"+",115214018,"LOC115214018","-","XP_029638897.1",926,"uncharacterized protein LOC115214018 isoform X1"
"linkage group LG7","NC_043003.1",85132562,85176494,"+",115214018,"LOC115214018","-","XP_029638898.1",784,"uncharacterized protein LOC115214018 isoform X2"
"linkage group LG7","NC_043003.1",85190431,85206093,"-",115214214,"LOC115214214","-","XP_029639184.1",500,"HHIP-like protein 1"
"linkage group LG7","NC_043003.1",85252261,85253286,"-",115214066,"LOC115214066","-","XP_029638967.1",341,"adenosine receptor A2b-like"
"linkage group LG7","NC_043003.1",85338204,85441217,"+",115214210,"LOC115214210","-","XP_029639179.1",1520,"multidrug resistance-associated protein 9-like isoform X1"
"linkage group LG7","NC_043003.1",85362185,85441217,"+",115214210,"LOC115214210","-","XP_029639180.1",1283,"multidrug resistance-associated protein 5-like isoform X2"
"linkage group LG7","NC_043003.1",85453766,85490555,"-",115213936,"LOC115213936","-","XP_029638795.1",411,"alpha-N-acetylgalactosaminidase-like"
"linkage group LG7","NC_043003.1",85453766,85490555,"-",115213936,"LOC115213936","-","XP_029638796.1",411,"alpha-N-acetylgalactosaminidase-like"
"linkage group LG7","NC_043003.1",85511185,85522710,"+",115214138,"LOC115214138","-","XP_029639060.1",111,"protein FAM32A-like"
"linkage group LG7","NC_043003.1",85570475,85614327,"+",115214321,"LOC115214321","-","XP_029639356.1",843,"spindle and centriole-associated protein 1-like isoform X1"
"linkage group LG7","NC_043003.1",85570475,85614327,"+",115214321,"LOC115214321","-","XP_029639361.1",788,"spindle and centriole-associated protein 1-like isoform X5"
"linkage group LG7","NC_043003.1",85570475,85614327,"+",115214321,"LOC115214321","-","XP_029639357.1",827,"spindle and centriole-associated protein 1-like isoform X2"
"linkage group LG7","NC_043003.1",85570475,85614327,"+",115214321,"LOC115214321","-","XP_029639358.1",826,"spindle and centriole-associated protein 1-like isoform X3"
"linkage group LG7","NC_043003.1",85570475,85614327,"+",115214321,"LOC115214321","-","XP_029639360.1",810,"spindle and centriole-associated protein 1-like isoform X4"
"linkage group LG7","NC_043003.1",85643321,85690632,"+",115214047,"LOC115214047","-","XP_029638944.1",663,"carboxy-terminal kinesin 2-like"
"linkage group LG7","NC_043003.1",85777763,86270061,"-",115214450,"LOC115214450","-","XP_029639509.1",1354,"leucine-rich repeat-containing G-protein coupled receptor 5-like"
"linkage group LG7","NC_043003.1",86825472,86851512,"-",115213830,"LOC115213830","-","XP_029638589.1",525,"nucleoporin p54-like"
"linkage group LG7","NC_043003.1",86851718,86869715,"+",115213831,"LOC115213831","-","XP_029638590.1",174,"soma ferritin-like"
"linkage group LG7","NC_043003.1",86906302,86934940,"+",115214161,"LOC115214161","-","XP_029639097.1",313,"uncharacterized protein LOC115214161"
"linkage group LG7","NC_043003.1",87242036,87275269,"-",115214451,"LOC115214451","-","XP_029639510.1",132,"histone-lysine N-methyltransferase SETMAR-like"
"linkage group LG7","NC_043003.1",87307928,87373410,"+",115213781,"LOC115213781","-","XP_029638483.1",686,"glutamine--fructose-6-phosphate aminotransferase"
"linkage group LG7","NC_043003.1",87307928,87365771,"+",115213781,"LOC115213781","-","XP_029638482.1",687,"glutamine--fructose-6-phosphate aminotransferase"
"linkage group LG7","NC_043003.1",87307928,87365771,"+",115213781,"LOC115213781","-","XP_029638484.1",678,"glutamine--fructose-6-phosphate aminotransferase"
"linkage group LG7","NC_043003.1",87395759,87472463,"-",115214176,"LOC115214176","-","XP_029639126.1",330,"dual specificity mitogen-activated protein kinase kinase 6-like"
"linkage group LG7","NC_043003.1",87562661,87618373,"+",115214344,"LOC115214344","-","XP_029639390.1",88,"putative sodium-dependent excitatory amino acid transporter glt-6"
"linkage group LG7","NC_043003.1",87657413,87780497,"-",115214055,"LOC115214055","-","XP_029638955.1",439,"fatty acyl-CoA reductase 1-like isoform X1"
"linkage group LG7","NC_043003.1",87657413,87768690,"-",115214055,"LOC115214055","-","XP_029638956.1",348,"fatty acyl-CoA reductase 1-like isoform X2"
"linkage group LG7","NC_043003.1",87826120,87866542,"-",115214037,"LOC115214037","-","XP_029638920.1",455,"histone acetyltransferase KAT8-like"
"linkage group LG7","NC_043003.1",87887397,87960246,"+",115214260,"LOC115214260","-","XP_029639257.1",1149,"uncharacterized protein LOC115214260"
"linkage group LG7","NC_043003.1",87961193,88022574,"-",115213850,"LOC115213850","-","XP_029638648.1",213,"motile sperm domain-containing protein 1-like"
"linkage group LG7","NC_043003.1",87961193,88022574,"-",115213850,"LOC115213850","-","XP_029638649.1",213,"motile sperm domain-containing protein 1-like"
"linkage group LG7","NC_043003.1",88083914,88245990,"-",115214277,"LOC115214277","-","XP_029639283.1",624,"translation initiation factor eIF-2B subunit epsilon-like isoform X2"
"linkage group LG7","NC_043003.1",88083914,88245990,"-",115214277,"LOC115214277","-","XP_029639282.1",685,"translation initiation factor eIF-2B subunit epsilon-like isoform X1"
"linkage group LG7","NC_043003.1",88268885,88269727,"-",115214453,"LOC115214453","-","XP_029639511.1",280,"uncharacterized protein LOC115214453"
"linkage group LG7","NC_043003.1",88281575,88282612,"+",115214455,"LOC115214455","-","XP_029639512.1",345,"arginine kinase Oct f 2-like"
"linkage group LG7","NC_043003.1",88314131,88424274,"-",115214112,"LOC115214112","-","XP_029639029.1",478,"UDP-glucose 6-dehydrogenase-like isoform X1"
"linkage group LG7","NC_043003.1",88314131,88421926,"-",115214112,"LOC115214112","-","XP_029639030.1",429,"UDP-glucose 6-dehydrogenase-like isoform X2"
"linkage group LG7","NC_043003.1",88442417,88443163,"+",115214456,"LOC115214456","-","XP_029639513.1",248,"zinc finger BED domain-containing protein 5-like"
"linkage group LG7","NC_043003.1",88443205,88443675,"+",115214457,"LOC115214457","-","XP_029639514.1",156,"SCAN domain-containing protein 3-like"
"linkage group LG7","NC_043003.1",88474546,88475721,"+",115214458,"LOC115214458","-","XP_029639516.1",391,"general transcription factor II-I repeat domain-containing protein 2A-like"
"linkage group LG7","NC_043003.1",88580558,88581382,"+",115214218,"LOC115214218","-","XP_029639190.1",274,"18S rRNA (guanine-N(7))-methyltransferase bud23-like"
"linkage group LG7","NC_043003.1",88616581,88617570,"+",115214029,"LOC115214029","-","XP_029638911.1",329,"heterogeneous nuclear ribonucleoprotein A1-like"
"linkage group LG7","NC_043003.1",88639803,88652569,"+",115214459,"LOC115214459","-","XP_029639517.1",129,"peptidyl-prolyl cis-trans isomerase E-like, partial"
"linkage group LG7","NC_043003.1",88662954,88799390,"-",115214460,"LOC115214460","-","XP_029639518.1",1425,"nucleoprotein TPR-like"
"linkage group LG7","NC_043003.1",88831689,88987363,"+",115213854,"LOC115213854","-","XP_029638653.1",743,"protein zyg-11 homolog B-like"
"linkage group LG7","NC_043003.1",89039945,89136715,"-",115214247,"LOC115214247","-","XP_029639240.1",378,"cystinosin homolog"
"linkage group LG7","NC_043003.1",89144135,89144653,"+",115214461,"LOC115214461","-","XP_029639519.1",172,"uncharacterized protein LOC115214461"
"linkage group LG7","NC_043003.1",89156202,89156765,"+",115214462,"LOC115214462","-","XP_029639520.1",187,"uncharacterized protein LOC115214462"
"linkage group LG7","NC_043003.1",89190819,89196428,"+",115214463,"LOC115214463","-","XP_029639521.1",346,"craniofacial development protein 2-like"
"linkage group LG7","NC_043003.1",89200910,89203537,"+",115214078,"LOC115214078","-","XP_029638983.1",875,"rho GTPase-activating protein 26-like"
"linkage group LG7","NC_043003.1",89275805,89293818,"-",115213858,"LOC115213858","-","XP_029638659.1",253,"gamma-interferon-inducible lysosomal thiol reductase-like"
"linkage group LG7","NC_043003.1",89296547,89504946,"+",115213857,"LOC115213857","-","XP_029638657.1",1392,"DNA-directed RNA polymerase III subunit RPC1-like isoform X1"
"linkage group LG7","NC_043003.1",89296547,89496135,"+",115213857,"LOC115213857","-","XP_029638658.1",1218,"DNA-directed RNA polymerase III subunit RPC1-like isoform X2"
"linkage group LG7","NC_043003.1",89420275,89420739,"-",115214464,"LOC115214464","-","XP_029639523.1",154,"uncharacterized protein LOC115214464"
"linkage group LG7","NC_043003.1",89604420,89610106,"+",115214465,"LOC115214465","-","XP_029639524.1",404,"beta-1,3-galactosyltransferase 5-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638705.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638706.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638707.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638708.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638709.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638710.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89646040,89646750,"-",115213884,"LOC115213884","-","XP_029638711.1",236,"zinc finger protein 239-like"
"linkage group LG7","NC_043003.1",89681376,89694646,"+",115214466,"LOC115214466","-","XP_029639525.1",261,"electron transfer flavoprotein beta subunit lysine methyltransferase-like"
"linkage group LG7","NC_043003.1",89707899,89715787,"-",115214311,"LOC115214311","-","XP_029639343.1",330,"uncharacterized protein LOC115214311"
"linkage group LG7","NC_043003.1",89725267,89730612,"-",115213862,"LOC115213862","-","XP_029638666.1",170,"peptidyl-prolyl cis-trans isomerase A2-like"
"linkage group LG7","NC_043003.1",89827510,90013388,"+",115213855,"LOC115213855","-","XP_029638654.1",2057,"disks large homolog 5-like"
"linkage group LG7","NC_043003.1",90025432,90100844,"-",115213795,"LOC115213795","-","XP_029638514.1",1238,"protein flightless-1 homolog isoform X2"
"linkage group LG7","NC_043003.1",90025432,90100844,"-",115213795,"LOC115213795","-","XP_029638513.1",1249,"protein flightless-1 homolog isoform X1"
"linkage group LG7","NC_043003.1",90124691,90157103,"-",115213812,"LOC115213812","-","XP_029638550.1",383,"uncharacterized protein C630.12-like isoform X3"
"linkage group LG7","NC_043003.1",90124691,90157103,"-",115213812,"LOC115213812","-","XP_029638546.1",389,"uncharacterized protein C630.12-like isoform X1"
"linkage group LG7","NC_043003.1",90130935,90157103,"-",115213812,"LOC115213812","-","XP_029638547.1",386,"uncharacterized protein C630.12-like isoform X2"
"linkage group LG7","NC_043003.1",90130935,90157103,"-",115213812,"LOC115213812","-","XP_029638548.1",386,"uncharacterized protein C630.12-like isoform X2"
"linkage group LG7","NC_043003.1",90182534,90228203,"+",115214195,"LOC115214195","-","XP_029639156.1",548,"uncharacterized protein LOC115214195"
"linkage group LG7","NC_043003.1",90328611,90434860,"+",115213859,"LOC115213859","-","XP_029638660.1",510,"bone morphogenetic protein receptor type-1B-like"
"linkage group LG7","NC_043003.1",90450913,90451983,"-",115214467,"LOC115214467","-","XP_029639526.1",356,"uncharacterized protein LOC115214467"
"linkage group LG7","NC_043003.1",90466112,90617660,"-",115214533,"LOC115214533","-","XP_029639596.1",639,"PDZ and LIM domain protein Zasp-like isoform X2"
"linkage group LG7","NC_043003.1",90466112,90617660,"-",115214533,"LOC115214533","-","XP_029639597.1",577,"PDZ and LIM domain protein Zasp-like isoform X3"
"linkage group LG7","NC_043003.1",90466112,90617660,"-",115214533,"LOC115214533","-","XP_029639594.1",652,"PDZ and LIM domain protein Zasp-like isoform X1"
"linkage group LG7","NC_043003.1",90814243,90836732,"+",115214468,"LOC115214468","-","XP_029639528.1",437,"uncharacterized protein LOC115214468"
"linkage group LG7","NC_043003.1",90878228,91060894,"-",115214534,"LOC115214534","-","XP_029639599.1",337,"PDZ and LIM domain protein 3-like isoform X2"
"linkage group LG7","NC_043003.1",90878228,91060894,"-",115214534,"LOC115214534","-","XP_029639598.1",375,"PDZ and LIM domain protein 3-like isoform X1"
"linkage group LG7","NC_043003.1",90928167,91060894,"-",115214534,"LOC115214534","-","XP_029639600.1",306,"PDZ and LIM domain protein Zasp-like isoform X3"
"linkage group LG7","NC_043003.1",91100173,91133546,"-",115213800,"LOC115213800","-","XP_029638523.1",468,"protein BCAP-like"
"linkage group LG7","NC_043003.1",91100173,91133546,"-",115213800,"LOC115213800","-","XP_029638525.1",468,"protein BCAP-like"
"linkage group LG7","NC_043003.1",91100173,91133546,"-",115213800,"LOC115213800","-","XP_029638526.1",468,"protein BCAP-like"
"linkage group LG7","NC_043003.1",91100173,91133546,"-",115213800,"LOC115213800","-","XP_029638527.1",468,"protein BCAP-like"
"linkage group LG7","NC_043003.1",91249894,91295456,"+",115214264,"LOC115214264","-","XP_029639266.1",200,"uncharacterized protein LOC115214264"
"linkage group LG7","NC_043003.1",91308574,91309515,"-",115214290,"LOC115214290","-","XP_029639302.1",313,"uncharacterized protein LOC115214290"
